"GeneA"	"GeneB"	"Connection"
"Voltage-gated_Calcium_Channels_Type_Cav1_(closed)_(family)"	"SNARE_Complex_(complex)"	"-a|"
"Voltage-gated_Calcium_Channels_Type_Cav1_(closed)_(family)"	"Unc18-1_(family)"	"-a|"
"Voltage-gated_K+_channel_beta_subunits_(family)"	"Octamer_of_Voltage_gated_K+_channels_(complex)"	"component>"
"Vpr_protein_(family)"	"ANT1/Vpr_complex_(complex)"	"component>"
"Vpr_protein_(family)"	"Encapsidated_viral_core_(complex)"	"component>"
"Vpr_protein_(family)"	"IN_bound_to_sticky_3prime_ends_of_viral_DNA_in_PIC_(complex)"	"component>"
"Vpr_protein_(family)"	"Mature_infectious_virion_(complex)"	"component>"
"Vpr_protein_(family)"	"PIC_(PreIntegration_Complex)_(complex)"	"component>"
"Vpr_protein_(family)"	"RTC__(Reverse_Transcription_Complex)_with_RNA_template_(complex)"	"component>"
"Vpr_protein_(family)"	"RTC_with_annealed_complementary_PBS_seqments_in_+sssDNA_and_-strand_DNA_(complex)"	"component>"
"Vpr_protein_(family)"	"RTC_with_degraded_RNA_template_and_minus_sssDNA_(complex)"	"component>"
"Vpr_protein_(family)"	"RTC_with_duplex_DNA_containing_discontinuous_plus_strand_flap_(complex)"	"component>"
"Vpr_protein_(family)"	"RTC_with_extending_minus_strand_DNA_(complex)"	"component>"
"Vpr_protein_(family)"	"RTC_with_extending_second-strand_DNA_(complex)"	"component>"
"Vpr_protein_(family)"	"RTC_with_extensive_RNase-H_digestion_(complex)"	"component>"
"Vpr_protein_(family)"	"RTC_with_integration_competent_viral_DNA_(complex)"	"component>"
"Vpr_protein_(family)"	"RTC_with_minus_sssDNA/tRNA_primer/RNA_template_(complex)"	"component>"
"Vpr_protein_(family)"	"RTC_with_minus_sssDNA_containing_deaminated_C_residues/tRNA_primer/RNA_template_(complex)"	"component>"
"Vpr_protein_(family)"	"RTC_with_minus_sssDNA_transferred_to_3prime-end_of_viral_RNA_template_(complex)"	"component>"
"Vpr_protein_(family)"	"RTC_with_minus_strand_DNA_synthesis_initiated_from_3prime-end_(complex)"	"component>"
"Vpr_protein_(family)"	"RTC_with_nicked_minus_sssDNA/tRNA_primer/RNA_template_(complex)"	"component>"
"Vpr_protein_(family)"	"RTC_with_tRNA_primer/RNA_template_(complex)"	"component>"
"Vpr_protein_(family)"	"RTC_without_viral_RNA_template_(complex)"	"component>"
"Vpr_protein_(family)"	"uncoated_viral_complex_(complex)"	"component>"
"Vpr_protein_(family)"	"Viral_core_surrounded_by_Matrix_layer_(complex)"	"component>"
"Vpr_protein_(family)"	"viral_DNA_bound_with_Integrase_in_PIC_(complex)"	"component>"
"Vpr_protein_(family)"	"viral_PIC_proteins_(complex)"	"component>"
"Vpr_protein_(family)"	"Virion_with_CD4/gp120_bound_to_CCR5/CXCR4_(complex)"	"component>"
"Vpr_protein_(family)"	"Virion_with_CD4_bound_to_gp120_(complex)"	"component>"
"Vpr_protein_(family)"	"Virion_with_exposed_coreceptor_binding_sites_(complex)"	"component>"
"Vpr_protein_(family)"	"Virion_with_fusogenically_activated_gp41_(complex)"	"component>"
"Vpr_protein_(family)"	"Virion_with_gp41_exposed_(complex)"	"component>"
"Vpr_protein_(family)"	"Virion_with_gp41_forming_hairpin_structure_(complex)"	"component>"
"Vpr_protein_(family)"	"Virion_with_gp41_fusion_peptide_in_insertion_complex_(complex)"	"component>"
"DCAF1"	"E3_ligases_in_proteasomal_degradation_(family)"	"member>"
"Vps/Vta1_(complex)"	"CHMP2A"	"-a>"
"Vps/Vta1_(complex)"	"CHMP4_(family)"	"-a>"
"Vps/Vta1_(complex)"	"CHMP6"	"-a>"
"Vps/Vta1_(complex)"	"CHMP7"	"-a>"
"Vps/Vta1_(complex)"	"Ubiquinated_and_PIP3_Endosmal_Membrane_Bound_Cargo_(complex)"	"-a>"
"Vps/Vta1_(complex)"	"CHMP3"	"-a>"
"CHMP3"	"EGFR/EGFR/EGF/EGF/GRB2/SOS1_(complex)"	"-a|"
"CHMP3"	"EGFR/EGFR/EGF/EGF_(complex)"	"-a|"
"CHMP3"	"ESCRT-III_(complex)"	"component>"
"VPS25"	"ESCRT-II_(complex)"	"component>"
"VPS28"	"ESCRT-I_(complex)"	"component>"
"VPS36"	"ESCRT-II_(complex)"	"component>"
"VPS37A"	"ESCRT-I_(complex)"	"component>"
"VPS37B"	"ESCRT-I_(complex)"	"component>"
"VPS37C"	"ESCRT-I_(complex)"	"component>"
"VPS37D"	"ESCRT-I_(complex)"	"component>"
"VPS45"	"Rabenosyn-5/VPS-45_(complex)"	"component>"
"VPS4A"	"degradation_(abstract)"	"-a>"
"VPS4A"	"HGS"	"-a>"
"VPS4A"	"Vps/Vta1_(complex)"	"component>"
"VPS4B"	"Vps/Vta1_(complex)"	"component>"
"Vpu_protein_(family)"	"CD4/Vpu_complex_(complex)"	"component>"
"Vpu_protein_(family)"	"Encapsidated_viral_core_(complex)"	"component>"
"Vpu_protein_(family)"	"IN_bound_to_sticky_3prime_ends_of_viral_DNA_in_PIC_(complex)"	"component>"
"Vpu_protein_(family)"	"Mature_infectious_virion_(complex)"	"component>"
"Vpu_protein_(family)"	"PIC_(PreIntegration_Complex)_(complex)"	"component>"
"Vpu_protein_(family)"	"RTC__(Reverse_Transcription_Complex)_with_RNA_template_(complex)"	"component>"
"Vpu_protein_(family)"	"RTC_with_annealed_complementary_PBS_seqments_in_+sssDNA_and_-strand_DNA_(complex)"	"component>"
"Vpu_protein_(family)"	"RTC_with_degraded_RNA_template_and_minus_sssDNA_(complex)"	"component>"
"Vpu_protein_(family)"	"RTC_with_duplex_DNA_containing_discontinuous_plus_strand_flap_(complex)"	"component>"
"Vpu_protein_(family)"	"RTC_with_extending_minus_strand_DNA_(complex)"	"component>"
"Vpu_protein_(family)"	"RTC_with_extending_second-strand_DNA_(complex)"	"component>"
"Vpu_protein_(family)"	"RTC_with_extensive_RNase-H_digestion_(complex)"	"component>"
"Vpu_protein_(family)"	"RTC_with_integration_competent_viral_DNA_(complex)"	"component>"
"Vpu_protein_(family)"	"RTC_with_minus_sssDNA/tRNA_primer/RNA_template_(complex)"	"component>"
"Vpu_protein_(family)"	"RTC_with_minus_sssDNA_containing_deaminated_C_residues/tRNA_primer/RNA_template_(complex)"	"component>"
"Vpu_protein_(family)"	"RTC_with_minus_sssDNA_transferred_to_3prime-end_of_viral_RNA_template_(complex)"	"component>"
"Vpu_protein_(family)"	"RTC_with_minus_strand_DNA_synthesis_initiated_from_3prime-end_(complex)"	"component>"
"Vpu_protein_(family)"	"RTC_with_nicked_minus_sssDNA/tRNA_primer/RNA_template_(complex)"	"component>"
"Vpu_protein_(family)"	"RTC_with_tRNA_primer/RNA_template_(complex)"	"component>"
"Vpu_protein_(family)"	"RTC_without_viral_RNA_template_(complex)"	"component>"
"Vpu_protein_(family)"	"uncoated_viral_complex_(complex)"	"component>"
"Vpu_protein_(family)"	"Viral_core_surrounded_by_Matrix_layer_(complex)"	"component>"
"Vpu_protein_(family)"	"viral_DNA_bound_with_Integrase_in_PIC_(complex)"	"component>"
"Vpu_protein_(family)"	"viral_PIC_proteins_(complex)"	"component>"
"Vpu_protein_(family)"	"Virion_with_CD4/gp120_bound_to_CCR5/CXCR4_(complex)"	"component>"
"Vpu_protein_(family)"	"Virion_with_CD4_bound_to_gp120_(complex)"	"component>"
"Vpu_protein_(family)"	"Virion_with_exposed_coreceptor_binding_sites_(complex)"	"component>"
"Vpu_protein_(family)"	"Virion_with_fusogenically_activated_gp41_(complex)"	"component>"
"Vpu_protein_(family)"	"Virion_with_gp41_exposed_(complex)"	"component>"
"Vpu_protein_(family)"	"Virion_with_gp41_forming_hairpin_structure_(complex)"	"component>"
"Vpu_protein_(family)"	"Virion_with_gp41_fusion_peptide_in_insertion_complex_(complex)"	"component>"
"Vpu_protein_(family)"	"Vpu/beta-TrCP1/Skp1_complex_(complex)"	"component>"
"vRNA_(Genomic)/NP_Complex_(complex)"	"Elongated_vRNA-mRNA_Complex_(complex)"	"component>"
"vRNA_(Genomic)/NP_Complex_(complex)"	"Initiated_vRNA_Transcription_Complex_(complex)"	"component>"
"vRNA_(Genomic)/NP_Complex_(complex)"	"Initiated_vRNA-cRNA_Complex_(complex)"	"component>"
"vRNA_(Genomic)/NP_Complex_(complex)"	"vRNA/polymerase/host_mRNA_complex_(complex)"	"component>"
"vRNA_(Genomic)/NP_Complex_(complex)"	"vRNP_(complex)"	"component>"
"vRNA_(Genomic)/NP_Complex_(complex)"	"vRNP_destined_for_Export_(complex)"	"component>"
"vRNA_(genomic)_(family)"	"vRNA_(Genomic)/NP_Complex_(complex)"	"component>"
"vRNA_(genomic)_(family)"	"vRNP/M1/NEP/NP_(complex)"	"component>"
"vRNP/M1/NEP_(complex)"	"vRNP_Export_Complex_(complex)"	"component>"
"vRNP/M1_for_Export_(complex)"	"vRNP/M1/NEP_(complex)"	"component>"
"vRNP_destined_for_Export_(complex)"	"vRNP/M1_for_Export_(complex)"	"component>"
"VTA1"	"Vps/Vta1_(complex)"	"component>"
"VTI1A"	"ARF-GAP1/v-SNARE_(complex)"	"component>"
"VTI1A"	"SNARE/Synip_(complex)"	"component>"
"VTN"	"alpha8/beta1_Integrin/Vitronectin_(complex)"	"component>"
"VTN"	"alphaIIb/beta3_Integrin/Vitronectin_(complex)"	"component>"
"VTN"	"alphav/beta1_Integrin/Vitronectin_(complex)"	"component>"
"VTN"	"alphav/beta3_Integrin/JAM-A_(complex)"	"-a>"
"VTN"	"alphav/beta3_Integrin/Vitronectin_(complex)"	"component>"
"VTN"	"alphav/beta5_Integrin/Vitronectin_(complex)"	"component>"
"VTN"	"alphav/beta6_Integrin/Vitronectin_(complex)"	"component>"
"VTN"	"alphav/beta8_Integrin/Vitronectin_(complex)"	"component>"
"VTN"	"CDKN1B"	"-a>"
"VTN"	"ILK"	"-a|"
"VTN"	"Integrin_alphaVbeta3/Vitronectin_(complex)"	"component>"
"VTN"	"Integrin_alphaVbeta5/Vitronectin_(complex)"	"component>"
"VTN"	"Integrin_alphaVbeta8/Vitronectin_(complex)"	"component>"
"VTN"	"PAI/Vitronectin_(complex)"	"component>"
"VTN"	"PI4_Kinase/Pyk2_(complex)"	"-a>"
"VTN"	"PIK3C2A"	"-a|"
"VTN"	"pro-uPA/uPAR/alphav/beta3_Integrin/Vitronectin_(complex)"	"component>"
"VTN"	"pro-uPA/uPAR/Vitronectin_(complex)"	"component>"
"VTN"	"uPA/uPAR/alpha3/beta1_Integrin/Vitronectin_(complex)"	"component>"
"VTN"	"uPA/uPAR/alphav/beta3_Integrin/Vitronectin/CK2/Nucleolin_(complex)"	"component>"
"VTN"	"uPA/uPAR/alphav/beta3_Integrin/Vitronectin_(complex)"	"component>"
"VTN"	"uPA/uPAR/alphav/beta5_Integrin/Vitronectin_(complex)"	"component>"
"VTN"	"uPA/uPAR/Vitronectin_(complex)"	"component>"
"VTN"	"uPA/uPAR_(dimer)/Vitronectin_(complex)"	"component>"
"VTN"	"VEGF/Rho/ROCK/alphav/beta3_Integrin_(complex)"	"-a>"
"VTN"	"VEGFR2_(dimer)/VEGFA_(dimer)/alphav/beta3_Integrin/Vitronectin_(complex)"	"component>"
"VTN"	"VEGFR2_(dimer)/VEGFA_(dimer)/Hsp90/alphav/beta3_Integrin/Vitronectin_(complex)"	"component>"
"VWF"	"Collagen_IV/vWF_complex_(complex)"	"component>"
"VWF"	"factor_VIII/von_Willebrand_factor_multimer_(complex)"	"component>"
"VWF"	"GPIb-IX-V/vWF/filamin-A_(complex)"	"component>"
"VWF"	"GPIb-IX-V/vWF_(complex)"	"component>"
"VWF"	"Integrin_alphaIIb_beta3_ECM_ligands_(family)"	"member>"
"VWF"	"Platelet_alpha_granule_contents_(family)"	"member>"
"VWF"	"von_Willibrand_factor_multimer_(complex)"	"component>"
"vWF_(complex)"	"alpha4/beta1_Integrin/vWF_(complex)"	"component>"
"vWF_(complex)"	"alpha9/beta1_Integrin/vWF_(complex)"	"component>"
"vWF_(complex)"	"alphaIIb/beta3_Integrin/vWF_(complex)"	"component>"
"vWF_(complex)"	"alphav/beta3_Integrin/vWF_(complex)"	"component>"
"WAS"	"CDC42/GTP/WASP_(complex)"	"component>"
"WAS"	"p-SLP-76/NCK1/WASP_(complex)"	"component>"
"WASF1"	"actin_filament_organization_(abstract)"	"-a>"
"WASF1"	"ARP2/3_(complex)"	"-a>"
"WASF1"	"WAVE1/Sra1/Nap1/HSPC300/ABI2_(complex)"	"component>"
"WASF2"	"Arp2/3_complex_(complex)"	"-a|"
"WASF2"	"WAVE2/Nap1/Sra1/ABI1/HSPC300_(complex)"	"component>"
"WASF2"	"WAVE2/Nap1/Sra1/ABI1_(complex)"	"component>"
"WASL"	"ABI1/N-WASP_(complex)"	"component>"
"WASL"	"ARP2/3/WASP_(complex)"	"component>"
"WASL"	"ARP2/3_(complex)"	"-a>"
"WASL"	"Arp2/3_complex_(complex)"	"-a|"
"WASL"	"CDC42/GTP/IRSP53/N-WASP_(complex)"	"component>"
"WASL"	"cell_migration_(abstract)"	"-a>"
"WASL"	"EGFR/EGFR/EGF/EGF/GRB2/N-WASP_(complex)"	"component>"
"WASL"	"eNOS/Caveolin-1/NOSTRIN/dynamin-2/N-WASP_(complex)"	"component>"
"WASL"	"Ephrin_B/EPHB2/Intersectin/N-WASP_(complex)"	"component>"
"WASL"	"GAB1/N-WASP_(complex)"	"component>"
"WASL"	"GRB2/N-WASP_(complex)"	"component>"
"WASL"	"HGF(dimer)/MET(dimer)/GAB1/N-WASP/NCK1-2_(complex)"	"component>"
"WASL"	"HGF(dimer)/MET(dimer)/GAB1/N-WASP_(complex)"	"component>"
"WASL"	"Intersectin/N-WASP_(complex)"	"component>"
"WASL"	"NEPH1/p-Nephrin/Fyn/NCK/N-WASP_(complex)"	"component>"
"WASL"	"Nephrin/NEPH1/podocin/NCK1-2/N-WASP_(complex)"	"component>"
"WASL"	"Netrin/DCC/Nck/Cdc42-GTP/Active_N-WASP/PIP2_(complex)"	"component>"
"WASL"	"PDGF-BB/PDGFRB_(dimer)/GAB1/N-WASP/NCK1-2_(complex)"	"component>"
"WASL"	"PDGF-BB/PDGFRB_(dimer)/GAB1/N-WASP_(complex)"	"component>"
"WASF1"	"ARP2/3/WAVE1-3/HSPC_(complex)"	"component>"
"WASF1"	"WAVE1-3/HSPC_(complex)"	"component>"
"WASF1"	"WAVE1-3/Nap/PIR/Abl2/HSPC_(complex)"	"component>"
"WAVE1/Sra1/Nap1/HSPC300/ABI2_(complex)"	"Arp2/3_complex_(complex)"	"-a|"
"WAVE1-3/HSPC_(complex)"	"ARP2/3/WAVE1-3/HSPC_(complex)"	"component>"
"WAVE1-3/Nap/PIR/Abl2/HSPC_(complex)"	"NCK/PIR/Abl2/Nap_(complex)"	"component>"
"WAVE1-3/Nap/PIR/Abl2/HSPC_(complex)"	"RAC1/PIR/Abl2/Nap_(complex)"	"component>"
"WAVE1-3/Nap/PIR/Abl2/HSPC_(complex)"	"WAVE1-3/HSPC_(complex)"	"component>"
"WAVE2/Nap1/Sra1/ABI1/HSPC300_(complex)"	"Arp2/3_complex_(complex)"	"-a|"
"WAVE2/Nap1/Sra1/ABI1_(complex)"	"DIAPH3"	"-a>"
"GALNT17"	"GALNTs_(family)"	"member>"
"WDR1"	"Platelet_releasate_cytosolic_proteins_(family)"	"member>"
"WDR48"	"UAF1/USP1_(complex)"	"component>"
"WDR5"	"MYC"	"-t"
"WDR5"	"PER1-2_/_WDR5_(complex)"	"component>"
"WDR77"	"Methylosome_(complex)"	"component>"
"WDR77"	"PRMT5_Complex_(complex)"	"component>"
"WEE1"	"CDK1"	"-a>"
"WEE1"	"CDK2/CABLES1/Wee-1_(complex)"	"component>"
"WEE1"	"Cyclin_A/phospho-Cdc2(Thr_161_Thr_14_Tyr_15)_(complex)"	"-a>"
"WEE1"	"Cyclin_A/phospho-Cdk2(Tyr_15)_(complex)"	"-a>"
"WEE1"	"Cyclin_B/CDC2_(complex)"	"-a>"
"WEE1"	"Cyclin_B1/CDK1_(complex)"	"-a|"
"WEE1"	"Cyclin_B1/phospho-Cdc2(Thr_161_Thr_14_Tyr_15)_(complex)"	"-a>"
"WEE1"	"Cyclin_E/phospho-Cdk2_Complex_(complex)"	"-a>"
"NELFA"	"NELF_complex_(complex)"	"component>"
"NELFA"	"phospho-NELF_complex_(complex)"	"component>"
"WIF1"	"WNT/LRP6/FRIZZLED_(complex)"	"-a|"
"WIF1"	"WNT1/LRP6/FZD1_(complex)"	"-a|"
"WIF1"	"WNT3A/WNT_inhibitory_factor_1_(complex)"	"component>"
"WIPF1"	"Antigen/IgE/Fc_epsilon_R1/LYN/SYK/WIP_(complex)"	"component>"
"WNT/LRP6/FRIZZLED_(complex)"	"DVL1"	"-a>"
"Wnt_receptor_activity_(abstract)"	"MAPK9"	"-a|"
"Wnt_receptor_signaling_pathway_(abstract)"	"CREB1"	"-a|"
"WNT1"	"LRP5/DKK1_(complex)"	"component>"
"WNT1"	"LRP6/DKK1_(complex)"	"component>"
"WNT1"	"LRP6/FZD8/SOST_(complex)"	"component>"
"WNT1"	"TAK1/TAB_family_(complex)"	"-a|"
"WNT1"	"WNT/LRP6/FRIZZLED_(complex)"	"component>"
"WNT1"	"WNT1/FZD1/LRP5_(complex)"	"component>"
"WNT1"	"WNT1/FZD8/LRP6_(complex)"	"component>"
"WNT1"	"WNT1/FZD8/Ryk_(complex)"	"component>"
"WNT1"	"WNT1/LRP6/FZD1_(complex)"	"component>"
"WNT1"	"Wnt-1_or_Wnt-10b_(family)"	"member>"
"WNT1"	"Wnts_(family)"	"member>"
"WNT1/FZD1/LRP5_(complex)"	"Wnt_receptor_signaling_pathway_through_beta-catenin_(abstract)"	"-a>"
"WNT1/FZD7-FZD1_(complex)"	"DVL2"	"-a|"
"WNT1/FZD8/LRP6_(complex)"	"Wnt_receptor_signaling_pathway_through_beta-catenin_(abstract)"	"-a>"
"WNT1/FZD8/Ryk_(complex)"	"Wnt_receptor_signaling_pathway_through_beta-catenin_(abstract)"	"-a>"
"WNT1/LRP6/FZD1_(complex)"	"DVL1"	"-a|"
"WNT1/LRP6/FZD1_(complex)"	"Wnt_receptor_signaling_pathway_through_beta-catenin_(abstract)"	"-a>"
"Wnt-1_or_Wnt-10b_(family)"	"CEBPA"	"-t|"
"WNT10A"	"Wnts_(family)"	"member>"
"WNT10B"	"Wnt-1_or_Wnt-10b_(family)"	"member>"
"WNT10B"	"Wnts_(family)"	"member>"
"WNT11"	"Wnts_(family)"	"member>"
"WNT16"	"Wnts_(family)"	"member>"
"WNT2"	"WNT2/FZD1/LRP6_(complex)"	"component>"
"WNT2"	"WNT2/FZD9/LRP6_(complex)"	"component>"
"WNT2"	"Wnts_(family)"	"member>"
"WNT2/FZD1/LRP6_(complex)"	"Wnt_receptor_signaling_pathway_through_beta-catenin_(abstract)"	"-a>"
"WNT2/FZD9/LRP6_(complex)"	"Wnt_receptor_signaling_pathway_through_beta-catenin_(abstract)"	"-a>"
"WNT2B"	"Wnts_(family)"	"member>"
"WNT3"	"WNT3/FZD1/LRP6_(complex)"	"component>"
"WNT3"	"Wnts_(family)"	"member>"
"WNT3/FZD1/LRP6_(complex)"	"Wnt_receptor_signaling_pathway_through_beta-catenin_(abstract)"	"-a>"
"WNT3A"	"FZD8/LRP6/IGFBP4_(complex)"	"component>"
"WNT3A"	"LRP6/DKK1_(complex)"	"component>"
"WNT3A"	"WNT3A/FZD1/LRP6_(complex)"	"component>"
"WNT3A"	"WNT3A/FZD1_(complex)"	"component>"
"WNT3A"	"WNT3A/FZD2/LRP6_(complex)"	"component>"
"WNT3A"	"WNT3A/FZD5/LRP6_(complex)"	"component>"
"WNT3A"	"WNT3A/FZD8/LRP6/PRR_(complex)"	"component>"
"WNT3A"	"WNT3A/FZD8/LRP6_(complex)"	"component>"
"WNT3A"	"WNT3A/LRP6/FZD5/Axin1/GSK3_(complex)"	"component>"
"WNT3A"	"WNT3A/LRP6/FZD5/DVL/Axin1/GSK3/Axin1/GSK3_(complex)"	"component>"
"WNT3A"	"WNT3A/LRP6/FZD5/DVL/Axin1/GSK3_(complex)"	"component>"
"WNT3A"	"WNT3A/LRP6/FZD5/DVL_(complex)"	"component>"
"WNT3A"	"WNT3A/LRP6/FZD5_(complex)"	"component>"
"WNT3A"	"WNT3A/WNT_inhibitory_factor_1_(complex)"	"component>"
"WNT3A"	"WNT3A-WNT5A/FZD5-FZD6/ROR2(dimer)/CTHRC1(trimer)_(complex)"	"component>"
"WNT3A"	"WNT5A/FZD2_(complex)"	"component>"
"WNT3A"	"Wnts_(family)"	"member>"
"WNT3A/FZD1/LRP6_(complex)"	"Wnt_receptor_signaling_pathway_through_beta-catenin_(abstract)"	"-a>"
"WNT3A/FZD1_(complex)"	"Wnt_receptor_signaling_pathway_planar_cell_polarity_pathway_(abstract)"	"-a>"
"WNT3A/FZD2/LRP6_(complex)"	"Wnt_receptor_signaling_pathway_through_beta-catenin_(abstract)"	"-a>"
"WNT3A/FZD5/LRP6_(complex)"	"PPP2R5A"	"-a|"
"WNT3A/FZD5/LRP6_(complex)"	"WNT3A/LRP6/FZD5/DVL_(complex)"	"component>"
"WNT3A/FZD8/LRP6/PRR_(complex)"	"Wnt_receptor_signaling_pathway_through_beta-catenin_(abstract)"	"-a>"
"WNT3A/FZD8/LRP6_(complex)"	"Wnt_receptor_signaling_pathway_through_beta-catenin_(abstract)"	"-a>"
"WNT3A/LRP6/FZD5/DVL/Axin1/GSK3_(complex)"	"Axin1/APC//beta_catenin_(complex)"	"-a>"
"WNT3A/LRP6/FZD5/DVL/Axin1/GSK3_(complex)"	"WNT3A/LRP6/FZD5/DVL/Axin1/GSK3/Axin1/GSK3_(complex)"	"component>"
"WNT3A/LRP6/FZD5/DVL/Axin1/GSK3_(complex)"	"WNT3A/LRP6/FZD5/DVL/Axin1/GSK3_(complex)"	"-a|"
"WNT3A/LRP6/FZD5/DVL_(complex)"	"Axin1/APC//beta_catenin_(complex)"	"-a>"
"WNT3A/LRP6/FZD5/DVL_(complex)"	"PI4K2A"	"-a|"
"WNT3A/LRP6/FZD5/DVL_(complex)"	"WNT3A/LRP6/FZD5/DVL/Axin1/GSK3_(complex)"	"component>"
"WNT3A/LRP6/FZD5_(complex)"	"Axin1/APC//beta_catenin_(complex)"	"-a>"
"WNT3A/LRP6/FZD5_(complex)"	"WNT3A/LRP6/FZD5/Axin1/GSK3_(complex)"	"component>"
"WNT3A-WNT5A/FZD5-FZD6/ROR2(dimer)/CTHRC1(trimer)_(complex)"	"DVL2"	"-a|"
"WNT4"	"Wnts_(family)"	"member>"
"WNT5A"	"WNT3A/FZD2/LRP6_(complex)"	"component>"
"WNT5A"	"WNT5A/FZD2/ROR2(dimer)/DVL2_(complex)"	"component>"
"WNT5A"	"WNT5A/FZD2/ROR2(dimer)/FLNA_(complex)"	"component>"
"WNT5A"	"WNT5A/FZD2/ROR2(dimer)_(complex)"	"component>"
"WNT5A"	"WNT5A/FZD2/ROR2_(dimer)_(complex)"	"component>"
"WNT5A"	"WNT5A/FZD2_(complex)"	"component>"
"WNT5A"	"WNT5A/FZD4/LRP5_(complex)"	"component>"
"WNT5A"	"WNT5A/FZD7/ROR2(dimer)_(complex)"	"component>"
"WNT5A"	"WNT5A/FZD7_(complex)"	"component>"
"WNT5A"	"WNT5A/ROR2_(complex)"	"component>"
"WNT5A"	"Wnts_(family)"	"member>"
"WNT5A/FZD2/ROR2(dimer)/DVL2_(complex)"	"RAC1/GTP_(complex)"	"-a|"
"WNT5A/FZD2/ROR2(dimer)/FLNA_(complex)"	"JNK_family_(family)"	"-a|"
"WNT5A/FZD2/ROR2(dimer)_(complex)"	"WNT5A/FZD2/ROR2(dimer)/DVL2_(complex)"	"component>"
"WNT5A/FZD2/ROR2(dimer)_(complex)"	"WNT5A/FZD2/ROR2(dimer)/FLNA_(complex)"	"component>"
"WNT5A/FZD2_(complex)"	"Wnt_receptor_signaling_pathway_through_beta-catenin_(abstract)"	"-a|"
"WNT5A/FZD2_(complex)"	"YES1"	"-a|"
"WNT5A/FZD4/LRP5_(complex)"	"Wnt_receptor_signaling_pathway_through_beta-catenin_(abstract)"	"-a>"
"WNT5A/FZD7/ROR2(dimer)_(complex)"	"DVL2"	"-a|"
"WNT5A/FZD7_(complex)"	"Wnt_receptor_signaling_pathway_planar_cell_polarity_pathway_(abstract)"	"-a>"
"WNT6"	"Wnts_(family)"	"member>"
"WNT7A"	"WNT7A/FZD5/LRP6_(complex)"	"component>"
"WNT7A"	"Wnts_(family)"	"member>"
"WNT7A/FZD5/LRP6_(complex)"	"Wnt_receptor_signaling_pathway_through_beta-catenin_(abstract)"	"-a>"
"WNT7B"	"WNT7B/FZD1/LRP5_(complex)"	"component>"
"WNT7B"	"WNT7B/FZD10/LRP5_(complex)"	"component>"
"WNT7B"	"Wnts_(family)"	"member>"
"WNT7B/FZD1/LRP5_(complex)"	"Wnt_receptor_signaling_pathway_through_beta-catenin_(abstract)"	"-a>"
"WNT7B/FZD10/LRP5_(complex)"	"Wnt_receptor_signaling_pathway_through_beta-catenin_(abstract)"	"-a>"
"Wnt8_(family)"	"Wnt8/LRP6/FRIZZLED_(complex)"	"component>"
"WNT8A"	"Wnt8_(family)"	"member>"
"WNT8A"	"Wnts_(family)"	"member>"
"WNT8B"	"Wnt8_(family)"	"member>"
"WNT8B"	"Wnts_(family)"	"member>"
"WNT9A"	"Wnts_(family)"	"member>"
"WNT9B"	"Wnts_(family)"	"member>"
"Wnts_(family)"	"Frizzled_receptors/Wnts_(complex)"	"component>"
"WRAP53"	"Telomerase_RNP_(complex)"	"-a>"
"WRN"	"TRF2/WRN_(complex)"	"component>"
"WSB1"	"E3_ligases_in_proteasomal_degradation_(family)"	"member>"
"WT1"	"TERT"	"-t|"
"WT1"	"ABCB1"	"-t"
"WT1"	"ADGRE5"	"-t>"
"WT1"	"AMH"	"-t>"
"WT1"	"AR"	"-t|"
"WT1"	"BCL2"	"-t"
"WT1"	"CAMP"	"-t|"
"WT1"	"CAT"	"-t"
"WT1"	"CCNE1"	"-t|"
"WT1"	"CD14"	"-t>"
"WT1"	"CDC73"	"-t|"
"WT1"	"CDH1"	"-t|"
"WT1"	"CDKN1A"	"-t"
"WT1"	"CIAO1"	"-t|"
"WT1"	"CKM"	"-t>"
"WT1"	"MYB"	"-t"
"WT1"	"CTCF"	"-t"
"WT1"	"CCN2"	"-t"
"WT1"	"CX3CL1"	"-t"
"WT1"	"CXXC5"	"-t>"
"WT1"	"CYP19A1"	"-t|"
"WT1"	"CYP27B1"	"-t"
"WT1"	"DNMT3A"	"-t>"
"WT1"	"EGFR"	"-t|"
"WT1"	"EGR1"	"-t"
"WT1"	"EREG"	"-t"
"WT1"	"ETS1"	"-t>"
"WT1"	"FOXD1"	"-t"
"WT1"	"GLYAT"	"-t"
"WT1"	"HBEGF"	"-t>"
"WT1"	"HOXA10"	"-t"
"WT1"	"HSPA1A"	"-t"
"WT1"	"IGF1"	"-t|"
"WT1"	"IGF1R"	"-t|"
"WT1"	"IGF2"	"-t|"
"WT1"	"IL2RB"	"-t"
"WT1"	"IRF8"	"-t|"
"WT1"	"ITGAX"	"-t>"
"WT1"	"JUN"	"-t>"
"WT1"	"JUNB"	"-t"
"WT1"	"KLK3"	"-t"
"WT1"	"MDK"	"-t"
"WT1"	"MYC"	"-t|"
"WT1"	"MYCN"	"-t|"
"WT1"	"NDRG2"	"-t>"
"WT1"	"NOL3"	"-t"
"WT1"	"CCN3"	"-t"
"WT1"	"NPHS1"	"-t"
"WT1"	"NR5A1"	"-t"
"WT1"	"NUP210"	"-t"
"WT1"	"ODC1"	"-t>"
"WT1"	"PAX2"	"-t|"
